S.No,LocalBodyName,WardNo,Post,District,State,Winner,GovernmentAllianceVote,UMLVote
528,धुर्कोट गाउँपालिका,7,वडा अध्यक्ष,गुल्मी,5,हिम प्रसाद पन्थी,626,902
529,बुटवल उपमहानगरपालिका,7,वडा अध्यक्ष,रुपन्देही,5,कमल प्रताप थापा,1673,1874
530,जयपृथ्वी नगरपालिका,3,वडा अध्यक्ष,बझाङ्ग,7,कलक बहादुर वली,418,521
531,विराटनगर महानगरपालिका,2,वडा अध्यक्ष,मोरङ्ग,1,कुमार पोखरेल,865,995
532,ज्वालामूखी गाउँपालिका,7,वडा अध्यक्ष,धादिङ्ग,3,तेज नाथ लोहनी,793,800
533,ताँजाकोट गाउँपालिका,2,वडा अध्यक्ष,हुम्ला,6,अज मल बुढा,157,218
534,शिवराज नगरपालिका,5,वडा अध्यक्ष,कपिलवस्तु,5,अर्जुन बहादुर पाण्‍डे,803,929
535,मष्टा गाउँपालिका,5,वडा अध्यक्ष,बझाङ्ग,7,कम्मान आग्री,262,272
536,सुन्दरबजार नगरपालिका,6,वडा अध्यक्ष,लमजुंग,4,रघुनाथ मिश्र,428,754
537,जलजला गाउँपालिका,1,वडा अध्यक्ष,पर्वत,4,तुलसीराम रेग्मी,255,276
538,पोखरा लेखनाथ महानगरपालिका,13,वडा अध्यक्ष,कास्की,4,लेख बहादुर तामाङ,2192,2606
539,कुम्मायक गाउँपालिका,4,वडा अध्यक्ष,पाँचथर,1,पूर्ण कुमार खडका,87,557
540,चौविसे गाउँपालिका,8,वडा अध्यक्ष,धनकुटा,1,धन बहादुर लिम्बु,551,605
541,वैतेश्वर  गाउँपालिका,7,वडा अध्यक्ष,दोलखा,3,रेशम राजस्‍वराज रिमाल,522,942
542,छत्रकोट गाउँपालिका,3,वडा अध्यक्ष,गुल्मी,5,तेजकान्त अर्याल,1032,1373
543,मष्टा गाउँपालिका,7,वडा अध्यक्ष,बझाङ्ग,7,बम्म बोहरा,246,479
544,रूपा गाउँपालिका,5,वडा अध्यक्ष,कास्की,4,टेक बहादुर गुरुङ्ग,477,959
545,मोदी गाउँपालिका,8,वडा अध्यक्ष,पर्वत,4,सुक वहादुर गुरुङ्ग,338,502
546,जिरी  नगरपालिका,9,वडा अध्यक्ष,दोलखा,3,ज्ञान बहादुर सुनुवार,266,514
547,भरतपुर महानगरपालिका,24,वडा अध्यक्ष,चितवन,3,कान्‍छा मल्‍ल,560,632
548,पञ्चपुरी नगरपालिका,1,वडा अध्यक्ष,सुर्खेत,6,धन बहादुर थापा,302,438
549,बनेपा नगरपालिका,6,वडा अध्यक्ष,काभ्रेपलाञ्चोक,3,सचिता नन्द के.सी.,546,577
550,तिलोत्तमा नगरपालिका,7,वडा अध्यक्ष,रुपन्देही,5,दुर्गा प्रसाद पाण्डे,301,1860
551,वडिगाड गाउँपालिका,9,वडा अध्यक्ष,बागलुङ,4,कृष्ण०८३१९९७ बहादुर खत्री,359,432
552,पौवादुङमा गाउँपालिका,6,वडा अध्यक्ष,भोजपुर,1,दिपक राई,216,488
553,ब्यास गाउँपालिका,3,वडा अध्यक्ष,दार्चुला,7,उपेन्द्र सिह धामी,281,323
554,सखुवा प्रसौनी गाउँपालिका,1,वडा अध्यक्ष,पर्सा,2,बिसनाथ पटवारी थारु,680,783
555,वालिङ नगरपालिका,10,वडा अध्यक्ष,स्याङ्जा,4,अनन्त राज गैह्रे,321,735
556,बनगाड कुपिण्डे नगरपालिका,1,वडा अध्यक्ष,सल्यान,6,शान्त कुमार एरी,310,658
557,घोराही उपमहानगरपालिका,16,वडा अध्यक्ष,दाङ,5,लछिन प्रसाद वुढा,1063,1213
558,रत्ननगर नगरपालिका,5,वडा अध्यक्ष,चितवन,3,कृष्ण महतो,872,906
559,सभापोखरी गाउँपालिका,5,वडा अध्यक्ष,संखुवासभा,1,यम बहादुर सुब्वा,162,220
560,शिवनाथ गाउँपालिका,1,वडा अध्यक्ष,बैतडी,7,करन राम पार्की,543,578
561,सुन्दरबजार नगरपालिका,8,वडा अध्यक्ष,लमजुंग,4,कृष्‍ण कान्त अधिकारी,302,391
